2022-09-20 07:48:59;28.3;41.2;29.67;111.73;35.07;261.91
2022-09-20 07:49:00;28.3;41.2;29.77;115.27;35.09;261.63
2022-09-20 07:49:01;28.4;41.2;29.81;116.31;35.09;261.71
2022-09-20 07:49:02;28.4;41.2;29.85;116.37;35.07;261.47
2022-09-20 07:49:04;28.4;41.1;29.91;116.07;35.01;261.17
2022-09-20 07:49:05;28.4;41.1;29.91;115.51;34.99;260.39
2022-09-20 07:49:06;28.4;41.1;30.03;114.79;34.95;258.87
2022-09-20 07:49:07;28.4;41.1;30.07;113.79;35.01;258.27
2022-09-20 07:49:09;28.5;41.2;30.13;109.73;35.01;251.57
2022-09-20 07:49:10;28.5;41.2;30.23;85.09;34.99;251.81
2022-09-20 07:49:11;28.5;41.2;30.27;82.69;34.99;249.83
2022-09-20 07:49:12;28.5;41.2;30.33;110.95;35.11;250.35
2022-09-20 07:49:14;28.5;41.2;30.35;110.11;35.13;248.83
2022-09-20 07:49:15;28.5;41.2;30.37;110.39;35.13;247.81
2022-09-20 07:49:16;28.6;41.1;30.45;110.15;35.07;246.63
2022-09-20 07:49:17;28.6;41.1;30.45;110.19;35.15;245.99
2022-09-20 07:49:19;28.6;41.1;30.53;109.19;35.13;242.93
2022-09-20 07:49:20;28.6;41.1;30.55;108.43;35.15;242.33
2022-09-20 07:49:21;28.6;41.1;30.59;107.61;35.11;240.25
2022-09-20 07:49:22;28.6;41.1;30.65;108.49;35.09;239.59
2022-09-20 07:49:23;28.6;40.9;30.67;110.03;35.13;234.81
2022-09-20 07:52:27;28.7;40.9;31.97;107.61;36.51;248.03
2022-09-20 07:52:28;28.7;40.9;31.99;106.91;36.53;246.71
2022-09-20 07:52:30;29.8;39.1;31.99;107.35;36.49;245.05
2022-09-20 07:52:31;29.8;39.1;32.01;107.21;36.47;244.55
2022-09-20 07:52:32;29.9;39.0;32.05;106.53;36.43;242.49
2022-09-20 07:52:33;29.9;39.0;32.05;105.81;36.39;240.91
2022-09-20 07:52:35;29.9;39.0;32.07;105.27;36.37;239.05
2022-09-20 07:52:36;29.9;39.0;32.09;106.11;36.37;239.13
2022-09-20 07:52:37;29.9;39.3;32.11;108.21;36.35;238.09
2022-09-20 07:52:38;29.9;39.3;32.15;109.39;36.29;236.81
2022-09-20 07:52:40;29.9;39.1;32.17;111.21;36.25;236.13
2022-09-20 07:52:41;29.9;39.1;32.21;109.93;-273.15;-273.15
2022-09-20 07:52:42;29.9;39.0;32.25;109.21;36.15;235.83
2022-09-20 07:52:43;29.9;39.0;32.25;108.85;-273.15;-273.15
2022-09-20 07:52:45;29.9;39.0;32.31;109.15;36.07;234.07
2022-09-20 07:52:46;29.9;39.0;32.33;109.01;36.07;235.19
2022-09-20 07:52:47;29.9;38.9;32.37;108.15;36.05;234.79
2022-09-20 07:52:48;29.9;38.9;32.37;107.23;-273.15;-273.15
2022-09-20 07:52:50;29.9;39.0;32.39;107.95;35.93;235.59
2022-09-20 07:52:51;29.9;39.0;32.43;107.07;35.93;236.79
2022-09-20 07:52:52;30.0;39.0;32.47;106.21;37.11;236.43
2022-09-20 07:52:53;30.0;39.0;32.47;105.83;35.81;237.11
2022-09-20 07:52:55;30.0;39.0;32.51;105.79;35.79;237.51
2022-09-20 07:52:56;30.0;39.0;32.53;104.93;35.77;237.51
2022-09-20 07:52:57;30.0;39.1;32.55;104.49;35.77;237.35
2022-09-20 07:52:58;30.0;39.1;32.61;104.53;35.71;238.27
2022-09-20 07:53:00;30.0;39.1;32.63;103.45;35.65;237.75
2022-09-20 07:53:01;30.0;39.1;32.63;104.25;35.65;237.91
2022-09-20 07:53:02;30.0;39.0;32.65;105.35;-273.15;-273.15
2022-09-20 07:53:03;30.0;39.0;32.65;106.31;35.59;238.33
2022-09-20 07:53:04;30.0;39.0;32.65;108.15;35.59;237.75
2022-09-20 07:53:06;30.0;39.0;32.69;108.43;35.55;237.89
2022-09-20 07:53:07;30.0;39.0;32.65;108.01;35.53;238.17
2022-09-20 07:53:08;30.0;39.0;32.69;107.93;35.49;237.33
